Station latitude: {self.latitude}
Station longitude: {self.longitude}
Station altitude [m]: {self.altitude}
Time Increment [s]: {self.increment}
Start Time: {t_string}
Duration [days]: {self.duration}

Time,Lunar,Solar,Total
YYYY-MM-DDTHH:MM:SS	mGal	mGal	mGal
2020-06-12T13:47:00	0.011342925257724701	0.011343740327443593	0.022686665585168294
2020-06-12T13:57:00	0.005020044278355176	0.014624790991472247	0.019644835269827424
2020-06-12T14:07:00	-0.0012085840514774405	0.017880011212131345	0.016671427160653902
2020-06-12T14:17:00	-0.00729739453855489	0.02108588584166549	0.013788491303110599
2020-06-12T14:27:00	-0.013201568043817138	0.02421921388371317	0.011017645839896034
2020-06-12T14:37:00	-0.01887734760329875	0.02725728274034671	0.008379935137047963
2020-06-12T14:47:00	-0.024282350535414828	0.03017803886202021	0.005895688326605383
2020-06-12T14:57:00	-0.029375874385547243	0.032960253506146404	0.0035843791205991604
2020-06-12T15:07:00	-0.03411919452326184	0.03558368234720499	0.0014644878239431505
2020-06-12T15:17:00	-0.03847585121781616	0.038029217727559045	-0.0004466334902571176
2020-06-12T15:27:00	-0.04241192403914101	0.04027903239430452	-0.0021328916448364863
2020-06-12T15:37:00	-0.04589629145748366	0.04231671363152543	-0.0035795778259582254
2020-06-12T15:47:00	-0.04890087357008101	0.044127386770645025	-0.004773486799435987
2020-06-12T15:57:00	-0.05140085595049823	0.04569782714178979	-0.005703028808708445
2020-06-12T16:07:00	-0.053374892712403144	0.04701655961688775	-0.006358333095515394
2020-06-12T16:17:00	-0.05480528697268207	0.048073944989339396	-0.00673134198334267
2020-06-12T16:27:00	-0.055678147035876716	0.0488622525350169	-0.00681589450085981
2020-06-12T16:37:00	-0.05598351676049661	0.04937571820417051	-0.006607798556326098
2020-06-12T16:47:00	-0.055715478727512806	0.04961058800283657	-0.0061048907246762435
2020-06-12T16:57:00	-0.05487222901157127	0.04956514623483351	-0.005307082776737759
2020-06-12T17:07:00	-0.05345612254864804	0.04923972839020615	-0.0042163941584418855
2020-06-12T17:17:00	-0.05147368830190587	0.0486367185826218	-0.0028369697192840767
2020-06-12T17:27:00	-0.048935613648404444	0.04776053155538028	-0.0011750820930241687
2020-06-12T17:37:00	-0.04585669764637017	0.04661757939289241	0.0007608817465222424
2020-06-12T17:47:00	-0.042255773079455584	0.045216223190491615	0.002960450111036028
2020-06-12T17:57:00	-0.03815559743011477	0.04356671004960948	0.005411112619494703
2020-06-12T18:07:00	-0.03358271319122189	0.041681095876729524	0.008098382685507633
2020-06-12T18:17:00	-0.028567278175114067	0.039573154572175105	0.011005876397061033
2020-06-12T18:27:00	-0.023142866753004525	0.03725827429806236	0.014115407545057843
2020-06-12T18:37:00	-0.017346243202223065	0.03475334161288173	0.01740709841065867
2020-06-12T18:47:00	-0.011217108599723408	0.032076614351938794	0.020859505752215384
2020-06-12T18:57:00	-0.0047978229432261345	0.029247584218494722	0.024449761275268583
2020-06-12T19:07:00	0.001866895584747174	0.02628683012824433	0.028153725712991504
2020-06-12T19:17:00	0.008730292061577015	0.023215863419965694	0.031946155481542705
2020-06-12T19:27:00	0.01574391463971236	0.02005696610671735	0.0358008807464297
2020-06-12T19:37:00	0.022857970184656528	0.016833023394634217	0.03969099357929075
2020-06-12T19:47:00	0.030021693029599488	0.013567351739752816	0.043589044769352304
2020-06-12T19:57:00	0.03718372398668243	0.010283523747057457	0.047467247733739885
2020-06-12T20:07:00	0.04429249663259752	0.00700519123942438	0.05129768787202189
2020-06-12T20:17:00	0.05129662778237343	0.003755907838328059	0.05505253562070148
2020-06-12T20:27:00	0.05814530900331036	0.0005589524010864269	0.058704261404396794
2020-06-12T20:37:00	0.06478869596937901	-0.0025628453469015698	0.062225850622477444
2020-06-12T20:47:00	0.07117829243845238	-0.005587275663555902	0.06559101677489647
2020-06-12T20:57:00	0.07726732566132821	-0.008492914830768385	0.06877441083055982
2020-06-12T21:07:00	0.0830111100739787	-0.011259285126588237	0.07175182494739046
2020-06-12T21:17:00	0.08836739619170203	-0.013867007517761858	0.07450038867394017
2020-06-12T21:27:00	0.09329670173465075	-0.016297945916789243	0.07699875581786152
2020-06-12T21:37:00	0.0977626221550933	-0.0185353419122129	0.0792272802428804
2020-06-12T21:47:00	0.10173211788438975	-0.02056393895327357	0.08116817893111618
2020-06-12T21:57:00	0.10517577581649148	-0.02237009505064636	0.08280568076584513
2020-06-12T22:07:00	0.10806804275390922	-0.023941883142304624	0.08412615961160458
2020-06-12T22:17:00	0.1103874287757665	-0.02526917836755839	0.0851182504082081
2020-06-12T22:27:00	0.11211667874790697	-0.02634373159203092	0.08577294715587606
2020-06-12T22:37:00	0.11324291046432504	-0.02715922863106076	0.08608368183326427
2020-06-12T22:47:00	0.11375771820105318	-0.02771133472776998	0.0860463834732832
2020-06-12T22:57:00	0.11365724076617051	-0.02799772395442098	0.08565951681174953
2020-06-12T23:07:00	0.11294219343608626	-0.028018093320310664	0.08492410011577559
2020-06-12T23:17:00	0.11161786349109268	-0.027774161485901516	0.08384370200519116
2020-06-12T23:27:00	0.10969406937892937	-0.027269652099991094	0.08242441727893828
2020-06-12T23:37:00	0.10718508385747484	-0.026510261893689283	0.08067482196378556
2020-06-12T23:47:00	0.10410952178514804	-0.025503613780966654	0.07860590800418138
2020-06-12T23:57:00	0.10049019353155456	-0.024259195329506954	0.07623099820204761
2020-06-13T00:07:00	0.09635392529025337	-0.022788283076942795	0.07356564221331056
2020-06-13T00:17:00	0.09173134785420495	-0.02110385327507957	0.07062749457912539
2020-06-13T00:27:00	0.08665665568963396	-0.01922047974797553	0.0674361759416584
2020-06-13T00:37:00	0.08116733839934312	-0.01715421964759923	0.06401311875174387
2020-06-13T00:47:00	0.07530388689113149	-0.0149224879829251	0.0603813989082064
2020-06-13T00:57:00	0.0691094767887014	-0.012543921883362586	0.056565554905338815
2020-06-13T01:07:00	0.06262963178953096	-0.010038235635586453	0.0525913961539445
2020-06-13T01:17:00	0.05591186984907973	-0.0074260676029499675	0.048485802246129764
2020-06-13T01:27:00	0.04900533519079196	-0.0047288201978436945	0.04427651499294827
2020-06-13T01:37:00	0.04196041923640875	-0.001968494130674314	0.03999192510573444
2020-06-13T01:47:00	0.034828373643843405	0.000832481798086367	0.03566085544192977
2020-06-13T01:57:00	0.027660918644863624	0.003651424062270517	0.03131234270713414
2020-06-13T02:07:00	0.020509849925438646	0.006465569606580838	0.02697541953201948
2020-06-13T02:17:00	0.013426647239604765	0.00925225153741682	0.022678898777021585
2020-06-13T02:27:00	0.0064620879149078474	0.011989073966558314	0.01845116188146616
2020-06-13T02:37:00	-0.00033413166561387716	0.014654084672754069	0.014319953007140191
2020-06-13T02:47:00	-0.006913763641388469	0.01722594426346081	0.010312180622072339
2020-06-13T02:57:00	-0.013230362461959362	0.019684090545493783	0.006453728083534421
2020-06-13T03:07:00	-0.019239622186795202	0.022008896850295213	0.0027692746635000136
2020-06-13T03:17:00	-0.024899694797523932	0.024181823105833895	-0.0007178716916900362
2020-06-13T03:27:00	-0.030171487180698314	0.02618555850228896	-0.003985928678409353
2020-06-13T03:37:00	-0.035018934689678496	0.028004154663282634	-0.00701478002639586
2020-06-13T03:47:00	-0.039409249388297915	0.02962314830668346	-0.009786101081614455
2020-06-13T03:57:00	-0.04331314134576374	0.031029672459418896	-0.012283468886344837
2020-06-13T04:07:00	-0.046705011578320896	0.03221255537801449	-0.014492456200306406
2020-06-13T04:17:00	-0.049563115503009084	0.03316240642037932	-0.01640070908262976
2020-06-13T04:27:00	-0.05186969602673367	0.03387168821410012	-0.017998007812633558
2020-06-13T04:37:00	-0.053611085646222426	0.034334774570856354	-0.019276311075366072
2020-06-13T04:47:00	-0.0547777772090071	0.0345479937054617	-0.0202297835035454
2020-06-13T04:57:00	-0.055364463230698165	0.034509656430071436	-0.020854806800626725
2020-06-13T05:07:00	-0.05537004392229718	0.03422006910873682	-0.021149974813560356
2020-06-13T05:17:00	-0.05479760431980943	0.03368153127372276	-0.021116073046086665
2020-06-13T05:27:00	-0.05365436114567631	0.032898317921995025	-0.020756043223681287
2020-06-13T05:37:00	-0.051951580248455455	0.03187664662716248	-0.02007493362129297
2020-06-13T05:47:00	-0.04970446567683351	0.030624629717929234	-0.01907983595890428
2020-06-13T05:57:00	-0.04693202163976075	0.029152211888063044	-0.017779809751697705
2020-06-13T06:07:00	-0.04365688877011415	0.02747109371403923	-0.016185795056074925
2020-06-13T06:17:00	-0.03990515628242172	0.025594641663909495	-0.014310514618512226
2020-06-13T06:27:00	-0.03570615174709202	0.023537785284116486	-0.012168366462975535
2020-06-13T06:37:00	-0.031092210324757164	0.021316902348786578	-0.009775307975970584
